Type,Name,EligibilityUrl,WebsiteUrl,Degree,CourseOffered,MappedSubjects,Eligibility,Remarks
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BA",BA English," General Test",A pass in Higher Secondary examination any stream or its equivalent,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BA",BA Tamil," Tamil",A pass in Higher Secondary examination any stream or its equivalent,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Sc",B.Sc Computer Science," Computer Science / Mathematics / Informatics Practices",A pass in Higher Secondary examination or its equivalent with Mathematics (or) Computer Science (or) Statistics (or) Business Mathematics (or) Computer Applications as one of the main subjects,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Sc",B.Sc Chemistry," &quot;Chemistry, Physics, and Mathematics / Biochemistry / Biology / Biological Studies&quot;","A pass in Higher Secondary examination or its equivalent with Chemistry as Compulsory subject with any one of the following subjects namely Physics, Mathematics or Biology",
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Sc",B.Sc Computer Science wtith Artificial Intelligence," Computer Science / Mathematics / Informatics Practices",A pass in Higher Secondary examination or its equivalent with Mathematics (or) Computer Science (or) Statistics (or) Business Mathematics (or) Computer Applications as one of the main subjects,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Sc",B.Sc Computer Science with Data Science," Computer Science / Mathematics / Informatics Practices",A pass in Higher Secondary examination or its equivalent with Mathematics (or) Computer Science (or) Statistics (or) Business Mathematics (or) Computer Applications as one of the main subjects,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Com.",B.Com," Accountancy / Mathematics / Computer Science / Economics",A Pass in Higher Secondary examinations or its equivalent with Accountancy/ Commerce/ Mathematics/ Business Mathematics/ Statistics/ Computer Science/ Computer Technology / Information Technology as one of the subject,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Com.",B.Com (Computer Application)," Accountancy / Mathematics / Computer Science / Economics",A Pass in Higher Secondary examinations or its equivalent with Accountancy/ Commerce/ Mathematics/ Business Mathematics/ Statistics/ Computer Science/ Computer Technology / Information Technology as one of the subject,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Com.",B.Com (Banking &amp; Finance)," Accountancy / Mathematics / Computer Science / Economics",A Pass in Higher Secondary examinations or its equivalent with Accountancy/ Commerce/ Mathematics/ Business Mathematics/ Statistics/ Computer Science as one of the subject,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Com.",B.Com (Professional Accounting)," Accountancy / Mathematics / Computer Science / Economics",A Pass in Higher Secondary examinations or its equivalent with Commerce or Accountancy or Mathematics or Business Mathematics or Computer Science or Statistics or Business Statistics as one of the subject,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BBA",BBA," General Test",A Pass in Higher Secondary examination from any recognised board,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BCA",BCA," Computer Science / Mathematics / Informatics Practices",A pass in Higher Secondary examination or its equivalent with Mathematics (or) Computer Science (or) Statistics (or) Business Mathematics (or) Computer Applications as one of the main subjects,
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BA LLB (Honors)",BA LLB (Honors)," General Test","""A pass in 10+2/ Intermediate or equivalent examination.(Not less than 45% marks for General Category, 42% for OBC and 40% for SC/ST.)""",
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," BBA LLB (Honors)",BBA LLB (Honors)," General Test","""A pass in 10+2/ Intermediate or equivalent examination.(Not less than 45% marks for General Category, 42% for OBC and 40% for SC/ST.)""",
DEEMED,Vinayaka Mission&#039;s Research Foundation,https://cuetug.ntaonline.in/universities/eligibility/MTEz,," B.Com. LLB (Honours)",B.Com. LLB (Honours)," General Test","""A pass in 10+2/ Intermediate or equivalent examination.(Not less than 45% marks for General Category, 42% for OBC and 40% for SC/ST.)""",
PRIVATE,Adani University,https://cuetug.ntaonline.in/universities/eligibility/MzA3,," Integrated B.Tech + MBA",Integrated B.Tech Civil &amp; Infrastructure Engg + MBA Project Management," Physics, Mathematics, Chemistry","10 + 2 in Science Stream or equivalent of any recognized board in India with Physics, Mathematics and Chemistry as subjects having min 60% marks or equivalent grade in aggregate.",
PRIVATE,Adani University,https://cuetug.ntaonline.in/universities/eligibility/MzA3,," B.Tech",B.Tech CSE(AI/ML)," Physics, Mathematics, Chemistry","10 + 2 in Science Stream or equivalent of any recognized board in India with Physics, Mathematics and Chemistry as subjects having min 60% marks or equivalent grade in aggregate.",
PRIVATE,Adani University,https://cuetug.ntaonline.in/universities/eligibility/MzA3,," B.Tech",B.Tech ICT (Information and Communication Technology)," Physics, Mathematics, Chemistry","10 + 2 in Science Stream or equivalent of any recognized board in India with Physics, Mathematics and Chemistry as subjects having min 60% marks or equivalent grade in aggregate.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.A.",B.A.with (Computer Application/ Public Administration/ Fashion Design/ Sociology/ English/ History/ Political Science/ Economics)," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Des",B.Des in Fashion Design/ Graphic Design/ Product Design," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," Diploam (Fashion Design)",Diploma in Fashion Design," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Pharm.",Bachelor in Pharmacy," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) with English from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," D.Pharm",Diploma in Pharmacy," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) with English from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.B.A.",Bachelor in Business Admistration," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.C.A.",Bachelor in Computer Application," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc",B.Sc in Information Technology," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," DCA",Diploma in Computer Application," Section III- General Test",Passed 10+2 or equivalent Examination,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Com.",Bachelor In Commerce," Section III- General Test",Passed 10+2 or its equivalent examination with Science OR commerce from a Board/University recognized by the Institute/Board.,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc. (Hons.) Ag",B.Sc. (Hons.) Agriculture," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology) OR (Biology, Chemistry and Agriculture) OR (Math, Chemistry and Agriculture)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) OR Agriculture from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc. (Hons.) Horticulture",B.Sc. (Hons.) Horticulture," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology) OR (Biology, Chemistry and Agriculture) OR (Math, Chemistry and Agriculture)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) OR Agriculture from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Food Technology," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology) OR (Biology, Chemistry and Agriculture) OR (Math, Chemistry and Agriculture)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) OR Agriculture from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Agricultural Engineering," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology) OR (Biology, Chemistry and Agriculture) OR (Math, Chemistry and Agriculture)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Agriculture from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc.",B.Sc. in Biotechnology," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Biotechnology," Section II : (Physics, Chemistry and Maths) OR (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.","B.Tech in Computer Science &amp; Engineering,"," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech (CSE) Artificial Intelligence &amp; Data Science/ Cyber Security," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Cement Technology," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Civil Engineering," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Electrical Engineering," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Mechanical Engineering," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Tech.",B.Tech in Mining Engineering," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc.",B.Sc. in Mathematics," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/ University recognized by the Institute/Board",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc.",B.Sc. in Computer Science," Section II : (Physics, Chemistry and Maths)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) from a Board/ University recognized by the Institute/Board",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Sc.",B.Sc. in Biology," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.M.L.T",Bachelor in Medical Labortory Technology," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.P.Th.",Bachelor in Physiotherapy," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination with Physics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," D.M.L.T",Diploma in Medical Labortory Technology," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination withPhysics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," D.X.R.T.",Diploma in X-Ray Technician," Section II : (Physics, Chemistry and Biology)","Passed 10+2 or its equivalent examination withPhysics, Chemistry, Biology (PCB) from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade. 5% relaxation for SC/ST Category.",
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," BA LL.B",Integrated Dual Degree BA Ll.B," Section III- General Test",Passed 10+2 or its equivalent examination from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade for General category/ 42% marks or equivalent Grade for OBC and 40% marks or equivalent Grade for SC/ST Category.,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," B.Com LL.B",Integrated Dual Degree B.Com Ll.B," Section III- General Test",Passed 10+2 or its equivalent examination from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade for General category/ 42% marks or equivalent Grade for OBC and 40% marks or equivalent Grade for SC/ST Category.,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," BBA LL.B",Integrated Dual Degree BBA Ll.B," Section III- General Test",Passed 10+2 or its equivalent examination from a Board/University recognized by the Institute/Board with at least 45% marks or equivalent Grade for General category/ 42% marks or equivalent Grade for OBC and 40% marks or equivalent Grade for SC/ST Category.,
PRIVATE,AKS UNIVERSITY,https://cuetug.ntaonline.in/universities/eligibility/MTE2,," D.El.Ed",Diploma in Elementary Education," Section III- General Test",Passed 10+2 or its equivalent examination from a Board/University recognized by the Institute/Board with at least 50% marks or equivalent Grade. 5% relaxation for SC/ST Category.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BBA (Hons.)",Bachelor of Business Administration (Honours)," English, Business Studies","""10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.""",
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Com. (Hons.)",Bachelor of Commerce (Honours)," English, Accountancy","""10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.""",
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Aerospace Engineering," Chemistry, Physics, English, Mathematics",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Civil Engineering," Chemistry, Physics, English, Mathematics",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering," Chemistry, Physics, English, Mathematics",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Electrical and Electronics Engineering," Chemistry, Physics, English, Mathematics",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Electronics and Communication Engineering," Chemistry, Physics, English, Mathematics",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Information Technology," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Mechanical Engineering," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Artificial Intelligence and Data Science," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Artificial Intelligence and Machine Learning," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Block Chain Technologies," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Cloud Computing," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Cyber Security," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – DevOps," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Full Stack Development," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Internet of Things (IoT)," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",Computer Science &amp; Engineering – Software Product Engineering," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Information Technology – Augmented Reality and Virtual Reality (AR / VR)," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B. Tech.",B. Tech. in Information Technology – Data Analytics," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",10+2 from recognized Board / Council with Minimum 50% marks in Physics & Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational Subject.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BCA (Hons.)",Bachelor of Computer Applications (Honours)," Chemistry, Physics, English, Mathematics, Computer Science / Informatics Practices",Minimum 50% marks at 10+2 level from recognized Board / Council (Including English & Mathematics / Computer Science / Informatics Practice / Computer Applications / Multimedia & Web).A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B.A. LL. B. (Hons.)",Bachelor of Arts Bachelor of Law (Honors)," English, Legal Studies",10+2 from recognized Board / Council with minimum 50% marks. or equivalent 50% aggregate in 3 years Diploma recognized by AICTE.A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," B.B.A LL. B. (Hons.)",Bachelor of Business Administration Bachelor of Law (Honors)," English, Legal Studies",1+2 from recognized Board / Council with minimum 50% marks. or equivalent 50% aggregate in 3 years Diploma recognized by AICTE.A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," LL.B.",Bachelor of Law," English, Legal Studies","""Bachelors degree in any discipline with minimum of 45% for General Category in aggregate from a recognized university.A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled.""",
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Economics," English, Economics / Business Economics",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - English," English",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Literary and Cultural Studies," English, Literary and Cultural Studies",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Media Studies," English, Mass Media/ Mass Communication",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Philosophy," English, Literary and Cultural Studies",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Political Science," English, Political Science",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BA (Hons.)",Bachelor of Arts (Honours) - Sociology," English, Sociology",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
PRIVATE,Alliance University,https://cuetug.ntaonline.in/universities/eligibility/MTE3,," BFA",Bachelor of Fine Arts - Painting and Sculpture," English, Fine Arts/ Visual Arts (Sculpture/ Painting)/Commercial Arts",10+2 from recognized Board / Council with minimum 50% marks. A relaxation of 5% marks or its equivalent grade may be allowed for those belonging to SC/ST/Differently Abled,
